AÑO;MES;CCAA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES;ESTANCIA_MEDIA
2020;1;Región de Murcia;Europa;Polonia;1499.0;10943.0;7.3
2020;1;Región de Murcia;Europa;Portugal;703.0;9420.0;13.4
2020;1;Región de Murcia;Europa;Reino Unido;15637.0;157934.0;10.1
2020;1;Región de Murcia;Europa;República Checa;216.0;1771.0;8.2
2020;1;Región de Murcia;Europa;República Eslovaca;67.0;690.0;10.3
2020;1;Región de Murcia;Europa;Rumanía;536.0;6164.0;11.5
2020;1;Región de Murcia;Europa;Rusia;378.0;2155.0;5.7
2020;1;Región de Murcia;Europa;Suecia;5148.0;76190.0;14.8
2020;1;Región de Murcia;Europa;Suiza;1023.0;10742.0;10.5
2020;1;Región de Murcia;Europa;Turquía;81.0;397.0;4.9
2020;1;Región de Murcia;Europa;Ucrania;418.0;3260.0;7.8
2020;1;Región de Murcia;Oceanía;Australia;68.0;694.0;10.2
2020;1;Región de Murcia;África;Argelia;654.0;5886.0;9.0
2020;1;Región de Murcia;África;Egipto;39.0;226.0;5.8
2020;1;Región de Murcia;África;Ghana;64.0;966.0;15.1
2020;1;Región de Murcia;África;Mali;45.0;959.0;21.3
2020;1;Región de Murcia;África;Marruecos;5317.0;77628.0;14.6
2020;1;Región de Murcia;África;Nigeria;80.0;968.0;12.1
2020;1;Región de Murcia;África;Senegal;69.0;1021.0;14.8
2020;2;Andalucía;América;Argentina;1597.0;16039.0;10.0
2020;2;Andalucía;América;Bolivia;45.0;601.0;13.4
2020;2;Andalucía;América;Brasil;2119.0;16966.0;8.0
2020;2;Andalucía;América;Canadá;2569.0;18546.0;7.2
2020;2;Andalucía;América;Chile;508.0;4152.0;8.2
2020;2;Andalucía;América;Colombia;1396.0;15245.0;10.9
2020;2;Andalucía;América;Costa Rica;65.0;762.0;11.7
2020;2;Andalucía;América;Ecuador;189.0;1999.0;10.6
2020;2;Andalucía;América;El Salvador;55.0;506.0;9.2
2020;2;Andalucía;América;Estados Unidos de América;26899.0;180483.0;6.7
2020;2;Andalucía;América;Guatemala;49.0;555.0;11.3
2020;2;Andalucía;América;Honduras;32.0;210.0;6.6
2020;2;Andalucía;América;Jamaica;97.0;714.0;7.4
2020;2;Andalucía;América;México;1192.0;10724.0;9.0
2020;2;Andalucía;América;Nicaragua;357.0;3938.0;11.0
2020;2;Andalucía;América;Panamá;115.0;1241.0;10.8
2020;2;Andalucía;América;Paraguay;231.0;1720.0;7.4
2020;2;Andalucía;América;Perú;332.0;3930.0;11.8
2020;2;Andalucía;América;República Dominicana;34.0;277.0;8.1
2020;2;Andalucía;América;Uruguay;202.0;1716.0;8.5
2020;2;Andalucía;América;Venezuela;288.0;4848.0;16.8
2020;2;Andalucía;Asia;Arabia Saudí;414.0;2912.0;7.0
2020;2;Andalucía;Asia;Azerbaiyán;38.0;188.0;4.9
2020;2;Andalucía;Asia;Bahréin;45.0;250.0;5.6
2020;2;Andalucía;Asia;China;9573.0;56871.0;5.9
2020;2;Andalucía;Asia;Corea;4217.0;25109.0;6.0
2020;2;Andalucía;Asia;Emiratos Árabes Unidos;764.0;4845.0;6.3
2020;2;Andalucía;Asia;Filipinas;5699.0;20633.0;3.6
2020;2;Andalucía;Asia;India;1306.0;6858.0;5.3
2020;2;Andalucía;Asia;Indonesia;468.0;3250.0;6.9
2020;2;Andalucía;Asia;Iraq;37.0;250.0;6.8
2020;2;Andalucía;Asia;Irán;143.0;948.0;6.6
2020;2;Andalucía;Asia;Israel;662.0;3022.0;4.6
2020;2;Andalucía;Asia;Japón;1440.0;7139.0;5.0
2020;2;Andalucía;Asia;Jordania;61.0;500.0;8.2
2020;2;Andalucía;Asia;Kazajstán;94.0;727.0;7.7
2020;2;Andalucía;Asia;Kuwait;112.0;806.0;7.2
2020;2;Andalucía;Asia;Líbano;75.0;414.0;5.5
2020;2;Andalucía;Asia;Malasia;288.0;1469.0;5.1
2020;2;Andalucía;Asia;Myanmar;124.0;695.0;5.6
2020;2;Andalucía;Asia;Otros países de Asia;260.0;1465.0;5.6
2020;2;Andalucía;Asia;Pakistán;52.0;456.0;8.8
2020;2;Andalucía;Asia;Qatar;147.0;858.0;5.8
2020;2;Andalucía;Asia;Singapur;267.0;1845.0;6.9
2020;2;Andalucía;Asia;Sri Lanka;71.0;279.0;3.9
2020;2;Andalucía;Asia;Tailandia;449.0;3377.0;7.5
2020;2;Andalucía;Asia;Vietnam;96.0;540.0;5.6
2020;2;Andalucía;Europa;Albania;82.0;510.0;6.2
2020;2;Andalucía;Europa;Alemania;61094.0;756505.0;12.4
2020;2;Andalucía;Europa;Andorra;315.0;1866.0;5.9
2020;2;Andalucía;Europa;Austria;9552.0;96469.0;10.1
2020;2;Andalucía;Europa;Belarús;180.0;1222.0;6.8
2020;2;Andalucía;Europa;Bosnia y Herzegovina;48.0;188.0;3.9
2020;2;Andalucía;Europa;Bulgaria;2421.0;23967.0;9.9
2020;2;Andalucía;Europa;Bélgica;26196.0;182104.0;7.0
2020;2;Andalucía;Europa;Chipre;90.0;640.0;7.1
2020;2;Andalucía;Europa;Croacia;767.0;6730.0;8.8
2020;2;Andalucía;Europa;Dinamarca;16767.0;144339.0;8.6
2020;2;Andalucía;Europa;Eslovenia;545.0;3591.0;6.6
2020;2;Andalucía;Europa;Estonia;1970.0;25014.0;12.7
2020;2;Andalucía;Europa;Finlandia;13636.0;145977.0;10.7
2020;2;Andalucía;Europa;Francia;70030.0;608505.0;8.7
2020;2;Andalucía;Europa;Georgia;117.0;714.0;6.1
2020;2;Andalucía;Europa;Grecia;1379.0;11147.0;8.1
2020;2;Andalucía;Europa;Hungría;2215.0;15443.0;7.0
2020;2;Andalucía;Europa;Irlanda;10499.0;70199.0;6.7
2020;2;Andalucía;Europa;Islandia;128.0;1104.0;8.6
2020;2;Andalucía;Europa;Italia;28673.0;197449.0;6.9
2020;2;Andalucía;Europa;Letonia;1273.0;12957.0;10.2
2020;2;Andalucía;Europa;Liechtenstein;329.0;3890.0;11.8
2020;2;Andalucía;Europa;Lituania;1371.0;10260.0;7.5
2020;2;Andalucía;Europa;Luxemburgo;5628.0;70920.0;12.6
2020;2;Andalucía;Europa;Malta;578.0;3038.0;5.3
2020;2;Andalucía;Europa;Moldavia;111.0;893.0;8.0
2020;2;Andalucía;Europa;Noruega;11262.0;118798.0;10.5
2020;2;Andalucía;Europa;Países Bajos;60333.0;465041.0;7.7
2020;2;Andalucía;Europa;Polonia;13376.0;111420.0;8.3
2020;2;Andalucía;Europa;Portugal;28805.0;159723.0;5.5
2020;2;Andalucía;Europa;Reino Unido;128841.0;935962.0;7.55
2020;2;Andalucía;Europa;República Checa;3123.0;24697.0;7.9
2020;2;Andalucía;Europa;República Eslovaca;845.0;6206.0;7.3
2020;2;Andalucía;Europa;Rumanía;7497.0;75277.0;10.0
2020;2;Andalucía;Europa;Rusia;5706.0;35647.0;6.2
2020;2;Andalucía;Europa;Serbia;270.0;1402.0;5.2
2020;2;Andalucía;Europa;Suecia;34436.0;358775.0;10.4
2020;2;Andalucía;Europa;Suiza;9191.0;68808.0;7.5
2020;2;Andalucía;Europa;Turquía;1090.0;4835.0;4.4
2020;2;Andalucía;Europa;Ucrania;2774.0;20297.0;7.3
2020;2;Andalucía;Oceanía;Australia;453.0;3550.0;7.8
2020;2;Andalucía;Oceanía;Nueva Zelanda;50.0;452.0;9.0
2020;2;Andalucía;África;Argelia;1302.0;9636.0;7.4
2020;2;Andalucía;África;Camerún;31.0;197.0;6.4
2020;2;Andalucía;África;Costa de Marfil;74.0;547.0;7.4
2020;2;Andalucía;África;Egipto;445.0;1826.0;4.1
2020;2;Andalucía;África;Ghana;140.0;1335.0;9.5
2020;2;Andalucía;África;Guinea Ecuatorial;48.0;688.0;14.3
2020;2;Andalucía;África;Guinea-Bissau;38.0;379.0;10.0
2020;2;Andalucía;África;Kenia;109.0;716.0;6.6
2020;2;Andalucía;África;Mali;379.0;5702.0;15.0
2020;2;Andalucía;África;Marruecos;41190.0;273508.0;6.6
2020;2;Andalucía;África;Mauricio;32.0;369.0;11.5
2020;2;Andalucía;África;Mauritania;175.0;1740.0;9.9
2020;2;Andalucía;África;Nigeria;390.0;3024.0;7.8
2020;2;Andalucía;África;Senegal;444.0;4620.0;10.4
2020;2;Andalucía;África;Sudáfrica;121.0;893.0;7.4
2020;2;Andalucía;África;Túnez;256.0;1362.0;5.3
2020;2;Región de Murcia;América;Argentina;99.0;980.0;9.9
2020;2;Región de Murcia;América;Brasil;108.0;1231.0;11.4
2020;2;Región de Murcia;América;Canadá;32.0;250.0;7.8
2020;2;Región de Murcia;América;Chile;31.0;282.0;9.1
2020;2;Región de Murcia;América;Colombia;313.0;3975.0;12.7
2020;2;Región de Murcia;América;Ecuador;134.0;1286.0;9.6
2020;2;Región de Murcia;América;Estados Unidos de América;738.0;7823.0;10.6
2020;2;Región de Murcia;América;Guatemala;63.0;674.0;10.7
2020;2;Región de Murcia;América;México;116.0;1230.0;10.6
2020;2;Región de Murcia;América;Nicaragua;84.0;1067.0;12.7
2020;2;Región de Murcia;América;Paraguay;35.0;483.0;13.8
2020;2;Región de Murcia;América;Perú;31.0;344.0;11.1
2020;2;Región de Murcia;Asia;China;527.0;4374.0;8.3
2020;2;Región de Murcia;Asia;Corea;38.0;327.0;8.6
2020;2;Región de Murcia;Asia;Emiratos Árabes Unidos;41.0;308.0;7.5
2020;2;Región de Murcia;Asia;Filipinas;197.0;965.0;4.9
2020;2;Región de Murcia;Asia;India;159.0;1383.0;8.7
2020;2;Región de Murcia;Asia;Japón;112.0;874.0;7.8
2020;2;Región de Murcia;Asia;Siria;31.0;130.0;4.2
2020;2;Región de Murcia;Europa;Alemania;8557.0;150603.0;17.6
2020;2;Región de Murcia;Europa;Austria;1935.0;23220.0;12.0
2020;2;Región de Murcia;Europa;Bulgaria;252.0;3049.0;12.1
2020;2;Región de Murcia;Europa;Bélgica;2880.0;25344.0;8.8
2020;2;Región de Murcia;Europa;Croacia;90.0;558.0;6.2
2020;2;Región de Murcia;Europa;Dinamarca;863.0;9925.0;11.5
2020;2;Región de Murcia;Europa;Eslovenia;60.0;450.0;7.5
2020;2;Región de Murcia;Europa;Estonia;91.0;646.0;7.1
2020;2;Región de Murcia;Europa;Finlandia;268.0;3109.0;11.6
2020;2;Región de Murcia;Europa;Francia;8366.0;96209.0;11.5
2020;2;Región de Murcia;Europa;Georgia;32.0;205.0;6.4
2020;2;Región de Murcia;Europa;Grecia;129.0;968.0;7.5
2020;2;Región de Murcia;Europa;Hungría;160.0;1152.0;7.2
2020;2;Región de Murcia;Europa;Irlanda;923.0;6830.0;7.4
2020;2;Región de Murcia;Europa;Islandia;53.0;604.0;11.4
2020;2;Región de Murcia;Europa;Italia;3359.0;30231.0;9.0
2020;2;Región de Murcia;Europa;Letonia;286.0;1516.0;5.3
2020;2;Región de Murcia;Europa;Liechtenstein;121.0;1888.0;15.6
2020;2;Región de Murcia;Europa;Lituania;312.0;1841.0;5.9
2020;2;Región de Murcia;Europa;Luxemburgo;787.0;9838.0;12.5
2020;2;Región de Murcia;Europa;Malta;56.0;566.0;10.1
2020;2;Región de Murcia;Europa;Noruega;1670.0;17201.0;10.3
2020;2;Región de Murcia;Europa;Países Bajos;8825.0;81190.0;9.2
2020;2;Región de Murcia;Europa;Polonia;1307.0;9803.0;7.5
2020;2;Región de Murcia;Europa;Portugal;671.0;7649.0;11.4
2020;2;Región de Murcia;Europa;Reino Unido;15384.0;136918.0;8.9
2020;2;Región de Murcia;Europa;República Checa;305.0;2227.0;7.3
2020;2;Región de Murcia;Europa;República Eslovaca;79.0;506.0;6.4
2020;2;Región de Murcia;Europa;Rumanía;619.0;6500.0;10.5
2020;2;Región de Murcia;Europa;Rusia;297.0;1990.0;6.7
2020;2;Región de Murcia;Europa;Suecia;4780.0;59272.0;12.4
2020;2;Región de Murcia;Europa;Suiza;759.0;6831.0;9.0
2020;2;Región de Murcia;Europa;Turquía;119.0;643.0;5.4
2020;2;Región de Murcia;Europa;Ucrania;340.0;2448.0;7.2
2020;2;Región de Murcia;Oceanía;Australia;45.0;405.0;9.0
2020;2;Región de Murcia;África;Argelia;510.0;4590.0;9.0
2020;2;Región de Murcia;África;Egipto;54.0;335.0;6.2
2020;2;Región de Murcia;África;Ghana;58.0;766.0;13.2
2020;2;Región de Murcia;África;Mali;47.0;522.0;11.1
2020;2;Región de Murcia;África;Marruecos;4306.0;55117.0;12.8
2020;2;Región de Murcia;África;Nigeria;75.0;758.0;10.1
2020;2;Región de Murcia;África;Senegal;70.0;875.0;12.5
2020;3;Andalucía;América;Argentina;1152.0;12257.0;10.6
2020;3;Andalucía;América;Bolivia;30.0;426.0;14.2
2020;3;Andalucía;América;Brasil;1660.0;13307.0;8.0
2020;3;Andalucía;América;Canadá;2771.0;25223.0;9.1
2020;3;Andalucía;América;Chile;247.0;2587.0;10.5
2020;3;Andalucía;América;Colombia;1006.0;12674.0;12.6
2020;3;Andalucía;América;Costa Rica;37.0;332.0;9.0
2020;3;Andalucía;América;Ecuador;149.0;1779.0;11.9
2020;3;Andalucía;América;El Salvador;35.0;519.0;14.8
2020;3;Andalucía;América;Estados Unidos de América;28818.0;230280.0;8.0
2020;3;Andalucía;América;Guatemala;45.0;660.0;14.7
2020;3;Andalucía;América;Honduras;48.0;236.0;4.9
2020;3;Andalucía;América;México;950.0;8953.0;9.4
2020;3;Andalucía;América;Nicaragua;437.0;4956.0;11.3
2020;3;Andalucía;América;Panamá;112.0;1100.0;9.8
2020;3;Andalucía;América;Paraguay;141.0;1375.0;9.8
2020;3;Andalucía;América;Perú;269.0;3028.0;11.3
2020;3;Andalucía;América;Uruguay;114.0;1022.0;9.0
2020;3;Andalucía;América;Venezuela;254.0;4578.0;18.0
2020;3;Andalucía;Asia;Arabia Saudí;266.0;2187.0;8.2
2020;3;Andalucía;Asia;China;5101.0;31432.0;6.2
2020;3;Andalucía;Asia;Corea;534.0;3713.0;7.0
2020;3;Andalucía;Asia;Emiratos Árabes Unidos;503.0;3902.0;7.8
2020;3;Andalucía;Asia;Filipinas;5209.0;16630.0;3.2
2020;3;Andalucía;Asia;India;1227.0;5477.0;4.5
2020;3;Andalucía;Asia;Indonesia;370.0;1654.0;4.5
2020;3;Andalucía;Asia;Irán;140.0;1270.0;9.1
2020;3;Andalucía;Asia;Israel;295.0;1708.0;5.8
2020;3;Andalucía;Asia;Japón;525.0;4537.0;8.6
2020;3;Andalucía;Asia;Jordania;41.0;343.0;8.4
2020;3;Andalucía;Asia;Kazajstán;71.0;686.0;9.7
2020;3;Andalucía;Asia;Kuwait;124.0;1488.0;12.0
2020;3;Andalucía;Asia;Líbano;45.0;327.0;7.3
2020;3;Andalucía;Asia;Malasia;154.0;1037.0;6.7
2020;3;Andalucía;Asia;Myanmar;127.0;581.0;4.6
2020;3;Andalucía;Asia;Pakistán;39.0;355.0;9.1
2020;3;Andalucía;Asia;Qatar;91.0;700.0;7.7
2020;3;Andalucía;Asia;Singapur;161.0;1177.0;7.3
2020;3;Andalucía;Asia;Sri Lanka;121.0;414.0;3.4
2020;3;Andalucía;Asia;Tailandia;617.0;4495.0;7.3
2020;3;Andalucía;Asia;Vietnam;79.0;628.0;7.9
2020;3;Andalucía;Europa;Albania;66.0;526.0;8.0
2020;3;Andalucía;Europa;Alemania;62687.0;1049881.0;16.7
2020;3;Andalucía;Europa;Andorra;212.0;1682.0;7.9
2020;3;Andalucía;Europa;Austria;6621.0;107665.0;16.3
2020;3;Andalucía;Europa;Belarús;97.0;728.0;7.5
2020;3;Andalucía;Europa;Bulgaria;2288.0;27071.0;11.8
2020;3;Andalucía;Europa;Bélgica;20050.0;177497.0;8.9
2020;3;Andalucía;Europa;Chipre;49.0;464.0;9.5
2020;3;Andalucía;Europa;Croacia;514.0;4154.0;8.1
2020;3;Andalucía;Europa;Dinamarca;12876.0;155978.0;12.1
2020;3;Andalucía;Europa;Eslovenia;250.0;2456.0;9.8
2020;3;Andalucía;Europa;Estonia;1583.0;18561.0;11.7
2020;3;Andalucía;Europa;Finlandia;12764.0;182505.0;14.3
2020;3;Andalucía;Europa;Francia;56608.0;695821.0;12.3
2020;3;Andalucía;Europa;Georgia;127.0;609.0;4.8
2020;3;Andalucía;Europa;Grecia;1216.0;10891.0;9.0
2020;3;Andalucía;Europa;Hungría;1376.0;13317.0;9.7
2020;3;Andalucía;Europa;Irlanda;8593.0;90061.0;10.5
2020;3;Andalucía;Europa;Islandia;111.0;1363.0;12.3
2020;3;Andalucía;Europa;Italia;15034.0;181355.0;12.1
2020;3;Andalucía;Europa;Letonia;1015.0;11757.0;11.6
2020;3;Andalucía;Europa;Liechtenstein;773.0;4376.0;5.7
2020;3;Andalucía;Europa;Lituania;945.0;7881.0;8.3
2020;3;Andalucía;Europa;Luxemburgo;3361.0;39514.0;11.8
2020;3;Andalucía;Europa;Macedonia del Norte;32.0;202.0;6.3
2020;3;Andalucía;Europa;Malta;314.0;2490.0;7.9
2020;3;Andalucía;Europa;Moldavia;95.0;1136.0;12.0
2020;3;Andalucía;Europa;Noruega;11452.0;140701.0;12.3
2020;3;Andalucía;Europa;Países Bajos;56712.0;692183.0;12.2
2020;3;Andalucía;Europa;Polonia;8103.0;73131.0;9.0
2020;3;Andalucía;Europa;Portugal;16030.0;175244.0;10.9
2020;3;Andalucía;Europa;República Checa;2101.0;23406.0;11.1
2020;3;Andalucía;Europa;República Eslovaca;498.0;4713.0;9.5
2020;3;Andalucía;Europa;Rumanía;7145.0;84219.0;11.8
2020;3;Andalucía;Europa;Rusia;4538.0;35099.0;7.7
2020;3;Andalucía;Europa;Serbia;123.0;867.0;7.0
2020;3;Andalucía;Europa;Suecia;35308.0;519666.0;14.7
2020;3;Andalucía;Europa;Suiza;5946.0;52032.0;8.8
2020;3;Andalucía;Europa;Turquía;1083.0;5016.0;4.6
2020;3;Andalucía;Europa;Ucrania;2196.0;15355.0;7.0
2020;3;Andalucía;Oceanía;Australia;398.0;3568.0;9.0
2020;3;Andalucía;Oceanía;Nueva Zelanda;40.0;328.0;8.2
2020;3;Andalucía;África;Argelia;813.0;6065.0;7.5
2020;3;Andalucía;África;Costa de Marfil;101.0;794.0;7.9
2020;3;Andalucía;África;Egipto;366.0;1786.0;4.9
2020;3;Andalucía;África;Ghana;148.0;1301.0;8.8
2020;3;Andalucía;África;Guinea Ecuatorial;40.0;580.0;14.5
2020;3;Andalucía;África;Guinea-Bissau;41.0;379.0;9.2
2020;3;Andalucía;África;Kenia;102.0;821.0;8.0
2020;3;Andalucía;África;Mali;370.0;5104.0;13.8
2020;3;Andalucía;África;Marruecos;31471.0;259683.0;8.3
2020;3;Andalucía;África;Mauritania;140.0;1584.0;11.3
2020;3;Andalucía;África;Nigeria;400.0;3262.0;8.2
2020;3;Andalucía;África;Senegal;416.0;4397.0;10.6
2020;3;Andalucía;África;Sudáfrica;86.0;718.0;8.3
2020;3;Andalucía;África;Túnez;126.0;746.0;5.9
2020;3;Región de Murcia;América;Argentina;89.0;979.0;11.0
2020;3;Región de Murcia;América;Brasil;88.0;1153.0;13.1
2020;3;Región de Murcia;América;Canadá;35.0;312.0;8.9
2020;3;Región de Murcia;América;Colombia;264.0;3406.0;12.9
2020;3;Región de Murcia;América;Ecuador;125.0;1700.0;13.6
2020;3;Región de Murcia;América;Estados Unidos de América;870.0;12354.0;14.2
2020;3;Región de Murcia;América;Guatemala;37.0;555.0;15.0
2020;3;Región de Murcia;América;México;79.0;924.0;11.7
2020;3;Región de Murcia;América;Nicaragua;86.0;1066.0;12.4
2020;3;Región de Murcia;América;Venezuela;32.0;432.0;13.5
2020;3;Región de Murcia;Asia;China;296.0;2960.0;10.0
2020;3;Región de Murcia;Asia;Filipinas;285.0;1197.0;4.2
2020;3;Región de Murcia;Asia;India;159.0;1495.0;9.4
2020;3;Región de Murcia;Asia;Japón;30.0;435.0;14.5
2020;3;Región de Murcia;Asia;Siria;42.0;403.0;9.6
2020;3;Región de Murcia;Asia;Tailandia;40.0;376.0;9.4
2020;3;Región de Murcia;Europa;Alemania;9700.0;247350.0;25.5
2020;3;Región de Murcia;Europa;Andorra;30.0;222.0;7.4
2020;3;Región de Murcia;Europa;Austria;1315.0;26432.0;20.1
2020;3;Región de Murcia;Europa;Bulgaria;224.0;2464.0;11.0
2020;3;Región de Murcia;Europa;Bélgica;2499.0;29738.0;11.9
2020;3;Región de Murcia;Europa;Croacia;38.0;464.0;12.2
2020;3;Región de Murcia;Europa;Dinamarca;812.0;12180.0;15.0
2020;3;Región de Murcia;Europa;Eslovenia;41.0;431.0;10.5
2020;3;Región de Murcia;Europa;Estonia;73.0;642.0;8.8
2020;3;Región de Murcia;Europa;Finlandia;325.0;4485.0;13.8
2020;3;Región de Murcia;Europa;Francia;8590.0;143453.0;16.7
2020;3;Región de Murcia;Europa;Grecia;150.0;1125.0;7.5
2020;3;Región de Murcia;Europa;Hungría;85.0;859.0;10.1
2020;3;Región de Murcia;Europa;Irlanda;882.0;11113.0;12.6
2020;3;Región de Murcia;Europa;Islandia;64.0;960.0;15.0
2020;3;Región de Murcia;Europa;Italia;2687.0;35737.0;13.3
2020;3;Región de Murcia;Europa;Letonia;240.0;1584.0;6.6
2020;3;Región de Murcia;Europa;Liechtenstein;194.0;1707.0;8.8
2020;3;Región de Murcia;Europa;Lituania;315.0;1953.0;6.2
2020;3;Región de Murcia;Europa;Luxemburgo;553.0;6857.0;12.4
2020;3;Región de Murcia;Europa;Malta;32.0;301.0;9.4
2020;3;Región de Murcia;Europa;Noruega;1431.0;19175.0;13.4
2020;3;Región de Murcia;Europa;Países Bajos;9572.0;145494.0;15.2
2020;3;Región de Murcia;Europa;Polonia;1178.0;9777.0;8.3
2020;3;Región de Murcia;Europa;Portugal;632.0;10112.0;16.0
2020;3;Región de Murcia;Europa;Reino Unido;13106.0;179552.0;13.7
2020;3;Región de Murcia;Europa;República Checa;192.0;1920.0;10.0
2020;3;Región de Murcia;Europa;República Eslovaca;47.0;357.0;7.6
2020;3;Región de Murcia;Europa;Rumanía;543.0;6353.0;11.7
2020;3;Región de Murcia;Europa;Rusia;215.0;1591.0;7.4
2020;3;Región de Murcia;Europa;Suecia;5810.0;95284.0;16.4
2020;3;Región de Murcia;Europa;Suiza;614.0;7307.0;11.9
2020;3;Región de Murcia;Europa;Turquía;80.0;448.0;5.6
2020;3;Región de Murcia;Europa;Ucrania;291.0;2677.0;9.2
2020;3;Región de Murcia;Oceanía;Australia;34.0;252.0;7.4
2020;3;Región de Murcia;África;Argelia;331.0;3939.0;11.9
2020;3;Región de Murcia;África;Egipto;52.0;276.0;5.3
2020;3;Región de Murcia;África;Ghana;50.0;590.0;11.8
2020;3;Región de Murcia;África;Mali;51.0;734.0;14.4
2020;3;Región de Murcia;África;Marruecos;3510.0;49491.0;14.1
2020;3;Región de Murcia;África;Nigeria;75.0;840.0;11.2
2020;3;Región de Murcia;África;Senegal;69.0;1070.0;15.5
2020;4;Andalucía;América;Argentina;456.0;5246.0;11.5
2020;4;Andalucía;América;Brasil;607.0;6888.0;11.3
2020;4;Andalucía;América;Canadá;70.0;570.0;8.1
2020;4;Andalucía;América;Chile;81.0;796.0;9.8
2020;4;Andalucía;América;Colombia;633.0;9224.0;14.6
2020;4;Andalucía;América;Ecuador;48.0;846.0;17.6
2020;4;Andalucía;América;Estados Unidos de América;20294.0;148516.0;7.3
2020;4;Andalucía;América;Honduras;31.0;239.0;7.7
2020;4;Andalucía;América;México;469.0;5582.0;11.9
2020;4;Andalucía;América;Nicaragua;218.0;2238.0;10.3
2020;4;Andalucía;América;Panamá;60.0;725.0;12.1
2020;4;Andalucía;América;Paraguay;95.0;1365.0;14.4
2020;4;Andalucía;América;Perú;107.0;1369.0;12.8
2020;4;Andalucía;América;República Dominicana;30.0;243.0;8.1
2020;4;Andalucía;América;Uruguay;46.0;312.0;6.8
2020;4;Andalucía;América;Venezuela;183.0;3279.0;17.9
2020;4;Andalucía;Asia;Arabia Saudí;76.0;1204.0;15.8
2020;4;Andalucía;Asia;China;2275.0;12946.0;5.7
2020;4;Andalucía;Asia;Corea;30.0;339.0;11.3
2020;4;Andalucía;Asia;Emiratos Árabes Unidos;230.0;2254.0;9.8
2020;4;Andalucía;Asia;Filipinas;5195.0;17179.0;3.3
2020;4;Andalucía;Asia;India;1153.0;5280.0;4.6
2020;4;Andalucía;Asia;Indonesia;256.0;1399.0;5.5
2020;4;Andalucía;Asia;Irán;141.0;1411.0;10.0
2020;4;Andalucía;Asia;Israel;195.0;926.0;4.7
2020;4;Andalucía;Asia;Japón;57.0;854.0;15.0
2020;4;Andalucía;Asia;Kazajstán;31.0;360.0;11.6
2020;4;Andalucía;Asia;Líbano;38.0;345.0;9.1
2020;4;Andalucía;Asia;Malasia;70.0;272.0;3.9
2020;4;Andalucía;Asia;Myanmar;82.0;384.0;4.7
2020;4;Andalucía;Asia;Pakistán;48.0;454.0;9.5
2020;4;Andalucía;Asia;Singapur;69.0;489.0;7.1
2020;4;Andalucía;Asia;Sri Lanka;115.0;504.0;4.4
2020;4;Andalucía;Asia;Tailandia;265.0;1248.0;4.7
2020;4;Andalucía;Asia;Vietnam;64.0;338.0;5.3
2020;4;Andalucía;Europa;Albania;33.0;489.0;14.8
2020;4;Andalucía;Europa;Alemania;14054.0;318628.0;22.7
2020;4;Andalucía;Europa;Andorra;49.0;617.0;12.6
2020;4;Andalucía;Europa;Austria;1024.0;11799.0;11.5
2020;4;Andalucía;Europa;Belarús;40.0;251.0;6.3
2020;4;Andalucía;Europa;Bulgaria;1488.0;21928.0;14.7
2020;4;Andalucía;Europa;Bélgica;2157.0;37851.0;17.5
2020;4;Andalucía;Europa;Croacia;249.0;1429.0;5.7
2020;4;Andalucía;Europa;Dinamarca;2068.0;35423.0;17.1
2020;4;Andalucía;Europa;Eslovenia;51.0;640.0;12.5
2020;4;Andalucía;Europa;Estonia;1395.0;33653.0;24.1
2020;4;Andalucía;Europa;Finlandia;1508.0;25087.0;16.6
2020;4;Andalucía;Europa;Francia;13076.0;245010.0;18.7
2020;4;Andalucía;Europa;Georgia;103.0;582.0;5.7
2020;4;Andalucía;Europa;Grecia;523.0;3151.0;6.0
2020;4;Andalucía;Europa;Hungría;214.0;2835.0;13.2
2020;4;Andalucía;Europa;Irlanda;1467.0;27703.0;18.9
2020;4;Andalucía;Europa;Islandia;37.0;624.0;16.9
2020;4;Andalucía;Europa;Italia;5487.0;78038.0;14.2
2020;4;Andalucía;Europa;Letonia;524.0;5384.0;10.3
2020;4;Andalucía;Europa;Liechtenstein;271.0;4586.0;16.9
2020;4;Andalucía;Europa;Lituania;488.0;3835.0;7.9
2020;4;Andalucía;Europa;Luxemburgo;1384.0;20929.0;15.1
2020;4;Andalucía;Europa;Malta;100.0;1075.0;10.8
2020;4;Andalucía;Europa;Moldavia;42.0;577.0;13.7
2020;4;Andalucía;Europa;Noruega;1147.0;24234.0;21.1
2020;4;Andalucía;Europa;Países Bajos;14671.0;207001.0;14.1
2020;4;Andalucía;Europa;Polonia;2532.0;22594.0;8.9
2020;4;Andalucía;Europa;Portugal;5920.0;68548.0;11.6
2020;4;Andalucía;Europa;Reino Unido;17644.0;298967.0;14.75
2020;4;Andalucía;Europa;República Checa;367.0;5069.0;13.8
2020;4;Andalucía;Europa;República Eslovaca;116.0;1205.0;10.4
2020;4;Andalucía;Europa;Rumanía;4772.0;58772.0;12.3
2020;4;Andalucía;Europa;Rusia;2196.0;17961.0;8.2
2020;4;Andalucía;Europa;Serbia;54.0;475.0;8.8
2020;4;Andalucía;Europa;Suecia;12347.0;164045.0;13.3
2020;4;Andalucía;Europa;Suiza;764.0;14071.0;18.4
